Country,Origin,Year,Month,Value
Norway,Nigeria,2016,April,*
Norway,Nigeria,2016,May,*
Norway,Nigeria,2016,June,10
Norway,Nigeria,2016,July,*
Norway,Nigeria,2016,August,*
Norway,Nigeria,2016,September,*
Norway,Nigeria,2016,October,6
Norway,Nigeria,2016,November,*
Norway,Nigeria,2016,December,*
Netherlands,Iran (Islamic Rep. of),2016,January,216
Netherlands,Iran (Islamic Rep. of),2016,February,129
Netherlands,Iran (Islamic Rep. of),2016,March,73
Netherlands,Iran (Islamic Rep. of),2016,April,68
Netherlands,Iran (Islamic Rep. of),2016,May,45
Netherlands,Iran (Islamic Rep. of),2016,June,51
Netherlands,Iran (Islamic Rep. of),2016,July,38
Netherlands,Iran (Islamic Rep. of),2016,August,59
Netherlands,Iran (Islamic Rep. of),2016,September,66
Netherlands,Iran (Islamic Rep. of),2016,October,57
Netherlands,Iran (Islamic Rep. of),2016,November,56
Netherlands,Iran (Islamic Rep. of),2016,December,32
Malta,Sudan,2016,March,*
Malta,Sudan,2016,April,*
Malta,Sudan,2016,May,*
Malta,Sudan,2016,June,*
Malta,Sudan,2016,September,5
Malta,Sudan,2016,October,*
Malta,Sudan,2016,November,*
Malta,Syrian Arab Rep.,2016,January,26
Malta,Syrian Arab Rep.,2016,February,29
Malta,Syrian Arab Rep.,2016,March,35
Malta,Syrian Arab Rep.,2016,April,15
Malta,Syrian Arab Rep.,2016,May,25
Malta,Syrian Arab Rep.,2016,June,27
Malta,Syrian Arab Rep.,2016,July,17
Malta,Syrian Arab Rep.,2016,August,17
Malta,Syrian Arab Rep.,2016,September,26
Malta,Syrian Arab Rep.,2016,October,29
Malta,Syrian Arab Rep.,2016,November,15
Malta,Syrian Arab Rep.,2016,December,26
Norway,Pakistan,2016,January,5
Norway,Pakistan,2016,February,*
Norway,Pakistan,2016,March,*
Norway,Pakistan,2016,April,9
Norway,Pakistan,2016,May,*
Norway,Pakistan,2016,June,*
Luxembourg,Georgia,2016,February,*
Luxembourg,Georgia,2016,March,*
Luxembourg,Georgia,2016,April,*
Luxembourg,Georgia,2016,June,*
Luxembourg,Georgia,2016,July,8
Luxembourg,Georgia,2016,August,7
Luxembourg,Georgia,2016,September,11
Luxembourg,Georgia,2016,October,15
Luxembourg,Georgia,2016,November,*
Luxembourg,Georgia,2016,December,10
Luxembourg,Ghana,2016,May,*
Luxembourg,Ghana,2016,August,*
Luxembourg,Ghana,2016,September,*
Luxembourg,Guinea-Bissau,2016,January,*
Luxembourg,Guinea,2016,January,*
Luxembourg,Guinea,2016,April,*
Luxembourg,Guinea,2016,May,*
Luxembourg,Guinea,2016,June,*
Luxembourg,Guinea,2016,August,*
Luxembourg,Guinea,2016,October,*
Luxembourg,Guinea,2016,December,6
Luxembourg,Côte d'Ivoire,2016,January,*
Luxembourg,Côte d'Ivoire,2016,April,*
Luxembourg,Côte d'Ivoire,2016,May,*
Luxembourg,Côte d'Ivoire,2016,October,*
Malta,Togo,2016,March,*
Malta,Tunisia,2016,February,*
Malta,Tunisia,2016,August,*
Malta,Tunisia,2016,September,*
Malta,Tunisia,2016,October,*
Netherlands,Georgia,2016,January,22
Netherlands,Georgia,2016,February,27
Netherlands,Georgia,2016,March,59
Netherlands,Georgia,2016,April,43
Netherlands,Georgia,2016,May,42
Netherlands,Georgia,2016,June,40
Netherlands,Georgia,2016,July,59
Netherlands,Georgia,2016,August,41
Netherlands,Georgia,2016,September,39
Netherlands,Georgia,2016,October,72
Netherlands,Georgia,2016,November,79
Netherlands,Georgia,2016,December,61
Netherlands,Iraq,2016,January,265
Netherlands,Iraq,2016,February,157
Netherlands,Iraq,2016,March,80
Netherlands,Iraq,2016,April,39
Netherlands,Iraq,2016,May,45
Netherlands,Iraq,2016,June,61
Netherlands,Iraq,2016,July,61
Netherlands,Iraq,2016,August,48
Netherlands,Iraq,2016,September,42
Netherlands,Iraq,2016,October,52
Netherlands,Iraq,2016,November,56
Netherlands,Iraq,2016,December,50
Netherlands,Djibouti,2016,March,*
Netherlands,Dominican Rep.,2016,June,*
Netherlands,Ghana,2016,January,*
Netherlands,Ghana,2016,March,*
Netherlands,Ghana,2016,April,*
Netherlands,Ghana,2016,May,*
Netherlands,Ghana,2016,June,*
Netherlands,Ghana,2016,July,*
Netherlands,Ghana,2016,August,*
Netherlands,Ghana,2016,September,*
Netherlands,Ghana,2016,November,*
Netherlands,Israel,2016,January,*
Netherlands,Israel,2016,July,*
Netherlands,Israel,2016,October,*
Netherlands,Israel,2016,December,*
New Zealand,China,2016,February,7
New Zealand,China,2016,March,8
New Zealand,China,2016,April,*
New Zealand,China,2016,May,6
New Zealand,China,2016,June,*
New Zealand,China,2016,July,5
New Zealand,China,2016,August,7
New Zealand,China,2016,September,*
New Zealand,China,2016,October,13
New Zealand,China,2016,November,7
New Zealand,China,2016,December,*
New Zealand,Cameroon,2016,June,*
New Zealand,Dem. Rep. of the Congo,2016,July,*
Netherlands,Guinea-Bissau,2016,September,7
Netherlands,Guinea-Bissau,2016,October,*
Netherlands,Guinea-Bissau,2016,November,*
Luxembourg,Iran (Islamic Rep. of),2016,January,18
Luxembourg,Iran (Islamic Rep. of),2016,February,*
Luxembourg,Iran (Islamic Rep. of),2016,March,*
Luxembourg,Iran (Islamic Rep. of),2016,April,*
Luxembourg,Iran (Islamic Rep. of),2016,May,*
Luxembourg,Iran (Islamic Rep. of),2016,June,*
Luxembourg,Iran (Islamic Rep. of),2016,July,*
Luxembourg,Iran (Islamic Rep. of),2016,August,*
Luxembourg,Iran (Islamic Rep. of),2016,September,*
Luxembourg,Iran (Islamic Rep. of),2016,October,10
Luxembourg,Iran (Islamic Rep. of),2016,November,*
Netherlands,Guinea,2016,January,26
Netherlands,Guinea,2016,February,12
Netherlands,Guinea,2016,March,11
Netherlands,Guinea,2016,April,*
Netherlands,Guinea,2016,May,6
Netherlands,Guinea,2016,June,7
Netherlands,Guinea,2016,July,*
Netherlands,Guinea,2016,August,6
Netherlands,Guinea,2016,September,*
Netherlands,Guinea,2016,October,10
Netherlands,Guinea,2016,November,15
Netherlands,Guinea,2016,December,9
Netherlands,Guyana,2016,June,*
Netherlands,Haiti,2016,September,*
Netherlands,Honduras,2016,April,*
Netherlands,Honduras,2016,May,*
Netherlands,Honduras,2016,July,*
Netherlands,Honduras,2016,September,*
Netherlands,Honduras,2016,December,*
New Zealand,Colombia,2016,January,*
New Zealand,Colombia,2016,August,*
New Zealand,Colombia,2016,September,*
New Zealand,Colombia,2016,November,*
New Zealand,Colombia,2016,December,*
New Zealand,Czech Rep.,2016,October,*
New Zealand,Czech Rep.,2016,November,*
New Zealand,Eritrea,2016,December,*
Netherlands,Eritrea,2016,January,93
Netherlands,Eritrea,2016,February,71
Netherlands,Eritrea,2016,March,51
Netherlands,Eritrea,2016,April,61
Netherlands,Eritrea,2016,May,69
Netherlands,Eritrea,2016,June,98
Netherlands,Eritrea,2016,July,184
Netherlands,Eritrea,2016,August,183
Netherlands,Eritrea,2016,September,205
Netherlands,Eritrea,2016,October,242
Netherlands,Eritrea,2016,November,203
Netherlands,Eritrea,2016,December,193
Netherlands,Russian Federation,2016,January,6
Netherlands,Russian Federation,2016,February,*
Netherlands,Russian Federation,2016,March,8
Netherlands,Russian Federation,2016,April,12
Netherlands,Russian Federation,2016,May,6
Netherlands,Russian Federation,2016,June,5
Netherlands,Russian Federation,2016,July,14
Netherlands,Russian Federation,2016,August,16
Netherlands,Russian Federation,2016,September,14
Netherlands,Russian Federation,2016,October,17
Netherlands,Russian Federation,2016,November,10
Netherlands,Russian Federation,2016,December,12
Montenegro,Turkey,2016,February,*
Montenegro,Turkey,2016,March,*
Montenegro,Turkey,2016,June,*
Montenegro,Ukraine,2016,January,*
Montenegro,Ukraine,2016,February,*
Montenegro,Ukraine,2016,December,*
Montenegro,Uruguay,2016,October,*
Montenegro,Yemen,2016,January,*
Montenegro,Yemen,2016,February,5
Montenegro,Yemen,2016,June,*
Malta,Afghanistan,2016,May,*
Malta,Afghanistan,2016,October,6
Malta,Afghanistan,2016,November,*
Malta,Albania,2016,December,*
Malta,Algeria,2016,July,*
Malta,Algeria,2016,August,*
New Zealand,Ethiopia,2016,April,*
New Zealand,Ethiopia,2016,July,*
Netherlands,Rwanda,2016,February,*
Netherlands,Rwanda,2016,March,*
Netherlands,Rwanda,2016,April,*
Netherlands,Rwanda,2016,June,*
Netherlands,Rwanda,2016,July,*
Netherlands,Rwanda,2016,September,*
Netherlands,Rwanda,2016,October,*
Netherlands,Rwanda,2016,November,*
Netherlands,El Salvador,2016,February,*
Netherlands,El Salvador,2016,March,*
Netherlands,El Salvador,2016,May,5
Netherlands,El Salvador,2016,June,*
Netherlands,El Salvador,2016,August,*
Netherlands,El Salvador,2016,October,5
Netherlands,Saudi Arabia,2016,March,*
Netherlands,Saudi Arabia,2016,May,*
Netherlands,Saudi Arabia,2016,June,*
Netherlands,Saudi Arabia,2016,July,*
Netherlands,Saudi Arabia,2016,August,*
Netherlands,Saudi Arabia,2016,September,*
Netherlands,Saudi Arabia,2016,October,*
Netherlands,Saudi Arabia,2016,November,*
Netherlands,Saudi Arabia,2016,December,*
Malta,Egypt,2016,January,6
Malta,Egypt,2016,March,*
Malta,Egypt,2016,April,*
Malta,Egypt,2016,June,*
Malta,Egypt,2016,July,*
Malta,Egypt,2016,August,5
Malta,Egypt,2016,September,*
New Zealand,Fiji,2016,January,*
New Zealand,Fiji,2016,February,*
New Zealand,Fiji,2016,April,*
New Zealand,Fiji,2016,May,*
New Zealand,Fiji,2016,August,*
New Zealand,Fiji,2016,December,*
New Zealand,Finland,2016,June,*
New Zealand,Finland,2016,December,*
New Zealand,Gambia,2016,January,*
New Zealand,Palestinian,2016,June,*
New Zealand,United Kingdom of Great Britain and Northern Ireland,2016,September,*
New Zealand,Georgia,2016,September,*
New Zealand,Germany,2016,September,*
New Zealand,Ghana,2016,January,*
New Zealand,Ghana,2016,April,*
Netherlands,Ethiopia,2016,January,7
Netherlands,Ethiopia,2016,February,*
Netherlands,Ethiopia,2016,March,8
Netherlands,Ethiopia,2016,April,15
Netherlands,Ethiopia,2016,May,7
Netherlands,Ethiopia,2016,June,*
Netherlands,Ethiopia,2016,July,5
Netherlands,Ethiopia,2016,August,23
Netherlands,Ethiopia,2016,September,20
Netherlands,Ethiopia,2016,October,22
Netherlands,Ethiopia,2016,November,25
Netherlands,Ethiopia,2016,December,17
Netherlands,Senegal,2016,January,*
Netherlands,Senegal,2016,February,5
Netherlands,Senegal,2016,March,5
Netherlands,Senegal,2016,May,5
Netherlands,Senegal,2016,June,*
Netherlands,Senegal,2016,July,*
Netherlands,Senegal,2016,August,8
Netherlands,Senegal,2016,September,*
Netherlands,Senegal,2016,October,*
Netherlands,Senegal,2016,November,6
Netherlands,Senegal,2016,December,*
New Zealand,Hungary,2016,April,*
New Zealand,Hungary,2016,June,*
New Zealand,Hungary,2016,July,*
New Zealand,Hungary,2016,December,*
Malta,China,2016,October,*
Netherlands,Niger,2016,February,*
Netherlands,Niger,2016,May,*
Netherlands,Niger,2016,November,*
Netherlands,Nicaragua,2016,October,*
New Zealand,India,2016,January,*
New Zealand,India,2016,February,*
New Zealand,India,2016,March,8
New Zealand,India,2016,April,7
New Zealand,India,2016,May,*
New Zealand,India,2016,June,*
New Zealand,India,2016,August,*
New Zealand,India,2016,September,*
New Zealand,India,2016,October,*
New Zealand,India,2016,November,*
New Zealand,India,2016,December,*
New Zealand,Indonesia,2016,February,*
New Zealand,Indonesia,2016,May,*
New Zealand,Indonesia,2016,August,*
New Zealand,Indonesia,2016,September,*
Malta,Eritrea,2016,January,*
Malta,Eritrea,2016,February,23
Malta,Eritrea,2016,March,13
Malta,Eritrea,2016,April,7
Malta,Eritrea,2016,May,8
Malta,Eritrea,2016,June,21
Malta,Eritrea,2016,July,29
Malta,Eritrea,2016,August,41
Malta,Eritrea,2016,September,32
Malta,Eritrea,2016,October,41
Malta,Eritrea,2016,November,23
Malta,Eritrea,2016,December,14
Netherlands,Gambia,2016,January,6
Netherlands,Gambia,2016,February,7
Netherlands,Gambia,2016,March,8
Netherlands,Gambia,2016,April,5
Netherlands,Gambia,2016,May,*
Netherlands,Gambia,2016,June,*
Netherlands,Gambia,2016,July,12
Netherlands,Gambia,2016,August,13
Netherlands,Gambia,2016,September,12
Netherlands,Gambia,2016,October,14
Netherlands,Gambia,2016,November,21
Netherlands,Gambia,2016,December,27
Netherlands,Sierra Leone,2016,January,*
Netherlands,Sierra Leone,2016,February,*
Netherlands,Sierra Leone,2016,March,*
Netherlands,Sierra Leone,2016,May,*
Netherlands,Sierra Leone,2016,June,*
Netherlands,Sierra Leone,2016,July,*
Netherlands,Sierra Leone,2016,August,*
Netherlands,Sierra Leone,2016,September,*
Netherlands,Sierra Leone,2016,October,*
Netherlands,Sierra Leone,2016,November,*
Netherlands,Sierra Leone,2016,December,*
Malta,Ethiopia,2016,January,*
Malta,Ethiopia,2016,March,*
Malta,Ethiopia,2016,April,*
Malta,Ethiopia,2016,June,*
Malta,Ethiopia,2016,July,*
Malta,Ethiopia,2016,August,5
Malta,Ethiopia,2016,September,*
Malta,Ethiopia,2016,October,*
Malta,Ethiopia,2016,November,*
Malta,Ethiopia,2016,December,*
Netherlands,Palestinian,2016,January,*
Netherlands,Palestinian,2016,February,*
Netherlands,Palestinian,2016,March,*
Netherlands,Palestinian,2016,May,*
Netherlands,Palestinian,2016,June,*
Netherlands,Palestinian,2016,August,5
Netherlands,Palestinian,2016,September,15
Netherlands,Palestinian,2016,October,*
Netherlands,Palestinian,2016,November,7
Netherlands,Palestinian,2016,December,*
Netherlands,Nigeria,2016,January,25
Netherlands,Nigeria,2016,February,22
Netherlands,Nigeria,2016,March,19
Netherlands,Nigeria,2016,April,14
Netherlands,Nigeria,2016,May,11
Netherlands,Nigeria,2016,June,20
Netherlands,Nigeria,2016,July,13
Netherlands,Nigeria,2016,August,12
Netherlands,Nigeria,2016,September,24
Netherlands,Nigeria,2016,October,22
Netherlands,Nigeria,2016,November,11
Netherlands,Nigeria,2016,December,8
Netherlands,Oman,2016,November,*
Netherlands,Pakistan,2016,January,19
Netherlands,Pakistan,2016,February,5
Netherlands,Pakistan,2016,March,13
Netherlands,Pakistan,2016,April,*
Netherlands,Pakistan,2016,May,6
Netherlands,Pakistan,2016,June,8
Netherlands,Pakistan,2016,July,21
Netherlands,Pakistan,2016,August,31
Netherlands,Pakistan,2016,September,19
Netherlands,Pakistan,2016,October,15
Netherlands,Pakistan,2016,November,15
Netherlands,Pakistan,2016,December,6
Malta,Palestinian,2016,January,*
Malta,Palestinian,2016,February,*
Malta,Palestinian,2016,March,*
Malta,Palestinian,2016,July,*
Malta,Palestinian,2016,September,*
Malta,Palestinian,2016,October,5
Malta,Georgia,2016,October,*
Malta,Ghana,2016,July,*
Malta,Guinea,2016,November,*
Netherlands,Mali,2016,January,*
Netherlands,Mali,2016,February,*
Netherlands,Mali,2016,March,*
Netherlands,Mali,2016,May,*
Netherlands,Mali,2016,June,*
Netherlands,Mali,2016,July,*
Netherlands,Mali,2016,August,*
Netherlands,Mali,2016,September,*
Netherlands,Mali,2016,October,*
Netherlands,Mali,2016,November,*
Netherlands,Mali,2016,December,*
Netherlands,Malaysia,2016,June,*
Netherlands,Malaysia,2016,July,*
Netherlands,Malawi,2016,April,*
Netherlands,Montenegro,2016,February,*
Netherlands,Montenegro,2016,April,*
Netherlands,Montenegro,2016,May,*
Netherlands,Montenegro,2016,June,*
Netherlands,Montenegro,2016,July,*
Netherlands,Montenegro,2016,August,9
Netherlands,Montenegro,2016,December,9
Poland,Kyrgyzstan,2016,January,*
Poland,Kyrgyzstan,2016,February,*
Poland,Kyrgyzstan,2016,March,6
Poland,Kyrgyzstan,2016,June,10
Poland,Kyrgyzstan,2016,July,12
Poland,Kyrgyzstan,2016,August,*
Poland,Kyrgyzstan,2016,September,6
Poland,Libya,2016,April,*
Poland,Libya,2016,July,*
Netherlands,Somalia,2016,January,18
Netherlands,Somalia,2016,February,15
Netherlands,Somalia,2016,March,8
Netherlands,Somalia,2016,April,11
Netherlands,Somalia,2016,May,14
Netherlands,Somalia,2016,June,6
Netherlands,Somalia,2016,July,12
Netherlands,Somalia,2016,August,20
Netherlands,Somalia,2016,September,20
Netherlands,Somalia,2016,October,20
Netherlands,Somalia,2016,November,8
Netherlands,Somalia,2016,December,5
Netherlands,Peru,2016,July,*
Netherlands,Peru,2016,August,*
Netherlands,Peru,2016,December,*
Netherlands,Philippines,2016,January,*
Netherlands,Philippines,2016,July,*
Netherlands,Philippines,2016,November,*
Malta,Côte d'Ivoire,2016,February,*
Malta,Côte d'Ivoire,2016,September,*
Malta,Côte d'Ivoire,2016,October,*
Malta,India,2016,April,*
Malta,India,2016,August,*
Malta,Iran (Islamic Rep. of),2016,April,*
Malta,Iran (Islamic Rep. of),2016,June,*
Malta,Iran (Islamic Rep. of),2016,August,*
Malta,Iran (Islamic Rep. of),2016,October,*
Malta,Iran (Islamic Rep. of),2016,November,*
Poland,Libya,2016,October,*
Poland,Libya,2016,November,*
Poland,Lebanon,2016,May,*
Poland,Lebanon,2016,August,*
Poland,Lebanon,2016,September,*
Poland,Sri Lanka,2016,November,*
Netherlands,Viet Nam,2016,March,*
Netherlands,Viet Nam,2016,April,13
Netherlands,Viet Nam,2016,May,16
Netherlands,Viet Nam,2016,June,10
Netherlands,Viet Nam,2016,July,*
Netherlands,Viet Nam,2016,August,*
Netherlands,Viet Nam,2016,October,*
Netherlands,Viet Nam,2016,November,9
Netherlands,Viet Nam,2016,December,6
Malta,Iraq,2016,February,*
Malta,Iraq,2016,April,*
Malta,Iraq,2016,May,*
Malta,Iraq,2016,June,7
Malta,Iraq,2016,July,10
Malta,Iraq,2016,August,7
Malta,Iraq,2016,September,*
Malta,Iraq,2016,October,*
Malta,Iraq,2016,November,*
Malta,Iraq,2016,December,*
Netherlands,Mongolia,2016,January,21
Netherlands,Mongolia,2016,February,23
Netherlands,Mongolia,2016,March,19
Netherlands,Mongolia,2016,April,14
Netherlands,Mongolia,2016,May,21
Netherlands,Mongolia,2016,June,36
Netherlands,Mongolia,2016,July,64
Netherlands,Mongolia,2016,August,84
Netherlands,Mongolia,2016,September,63
Netherlands,Mongolia,2016,October,25
Netherlands,Mongolia,2016,November,20
Netherlands,Mongolia,2016,December,13
Poland,Lithuania,2016,April,*
Netherlands,Morocco,2016,January,7
Netherlands,Morocco,2016,February,15
Netherlands,Morocco,2016,March,8
Netherlands,Morocco,2016,April,*
Netherlands,Morocco,2016,May,12
Netherlands,Morocco,2016,June,22
Netherlands,Morocco,2016,July,53
Netherlands,Morocco,2016,August,128
Netherlands,Morocco,2016,September,283
Netherlands,Morocco,2016,October,389
Netherlands,Morocco,2016,November,224
Netherlands,Morocco,2016,December,129
Netherlands,South Africa,2016,January,5
Netherlands,South Africa,2016,February,*
Netherlands,South Africa,2016,April,*
Poland,Rep. of Moldova,2016,January,*
Poland,Rep. of Moldova,2016,June,*
Poland,Rep. of Moldova,2016,September,*
Poland,Mali,2016,August,*
Netherlands,Mozambique,2016,July,*
Netherlands,Mozambique,2016,September,*
Poland,Mongolia,2016,May,*
Poland,Mongolia,2016,July,*
Poland,Morocco,2016,February,*
Poland,Morocco,2016,June,*
Poland,Morocco,2016,July,*
Poland,Morocco,2016,September,*
Netherlands,China,2016,January,9
Netherlands,China,2016,February,6
Netherlands,China,2016,March,14
Netherlands,China,2016,April,12
Netherlands,China,2016,May,12
Netherlands,China,2016,June,6
Netherlands,China,2016,July,6
Netherlands,China,2016,August,*
Netherlands,China,2016,September,*
Netherlands,China,2016,October,11
Netherlands,China,2016,November,11
Netherlands,China,2016,December,5
Poland,Nigeria,2016,April,*
Poland,Nigeria,2016,May,*
Poland,Nigeria,2016,July,*
Poland,Nigeria,2016,November,*
Netherlands,Myanmar,2016,January,*
Netherlands,Myanmar,2016,February,*
Netherlands,Myanmar,2016,April,*
Netherlands,Myanmar,2016,May,6
Netherlands,Myanmar,2016,July,*
Netherlands,Myanmar,2016,August,8
Netherlands,Myanmar,2016,September,5
Netherlands,Myanmar,2016,October,13
Netherlands,Myanmar,2016,November,5
Netherlands,Myanmar,2016,December,10
Norway,Albania,2016,January,12
Norway,Albania,2016,February,5
Norway,Albania,2016,March,11
Norway,Albania,2016,April,5
Norway,Albania,2016,May,15
Norway,Albania,2016,June,9
Norway,Albania,2016,July,25
Norway,Albania,2016,August,*
Norway,Albania,2016,September,*
Norway,Albania,2016,October,19
Norway,Albania,2016,November,12
Norway,Albania,2016,December,11
Norway,Burundi,2016,January,*
Norway,Burundi,2016,August,5
Norway,Burundi,2016,September,*
Norway,Burundi,2016,October,*
Norway,Benin,2016,November,*
Netherlands,Cameroon,2016,January,*
Netherlands,Cameroon,2016,March,*
Netherlands,Cameroon,2016,April,*
Netherlands,Cameroon,2016,May,*
Netherlands,Cameroon,2016,June,*
Netherlands,Cameroon,2016,July,*
Netherlands,Cameroon,2016,August,*
Netherlands,Cameroon,2016,September,*
Poland,Pakistan,2016,February,*
Poland,Pakistan,2016,March,*
Poland,Pakistan,2016,April,*
Poland,Pakistan,2016,June,*
Poland,Pakistan,2016,July,*
Poland,Pakistan,2016,August,*
Poland,Pakistan,2016,September,*
Poland,Pakistan,2016,October,*
Poland,Pakistan,2016,November,*
Netherlands,Nepal,2016,January,*
Netherlands,Nepal,2016,February,*
Netherlands,Nepal,2016,March,*
Netherlands,Nepal,2016,April,*
Netherlands,Nepal,2016,May,*
Norway,Algeria,2016,January,8
Norway,Algeria,2016,February,*
Norway,Algeria,2016,March,14
Norway,Algeria,2016,April,*
Norway,Algeria,2016,May,*
Norway,Algeria,2016,June,*
Norway,Algeria,2016,July,5
Norway,Algeria,2016,August,*
Norway,Algeria,2016,October,*
Norway,Algeria,2016,November,*
Norway,Algeria,2016,December,*
Norway,Bangladesh,2016,January,*
Norway,Bangladesh,2016,February,*
Norway,Bangladesh,2016,March,*
Norway,Bangladesh,2016,April,*
Norway,Bangladesh,2016,May,*
Norway,Bangladesh,2016,July,*
Norway,Bangladesh,2016,August,*
Norway,Bangladesh,2016,December,*
Netherlands,Cameroon,2016,November,*
Netherlands,Cameroon,2016,December,*
Netherlands,Nepal,2016,June,*
Netherlands,Nepal,2016,July,*
Netherlands,Nepal,2016,August,*
Netherlands,Nepal,2016,October,*
Netherlands,Nepal,2016,December,*
Norway,Angola,2016,March,*
Norway,Angola,2016,April,*
Norway,Angola,2016,November,5
Norway,Burkina Faso,2016,November,*
Norway,Egypt,2016,January,*
Norway,Egypt,2016,February,*
Norway,Egypt,2016,March,*
Norway,Egypt,2016,May,*
Norway,Egypt,2016,June,*
Norway,Egypt,2016,July,*
Romania,Egypt,2016,July,*
Romania,Egypt,2016,August,*
Romania,Egypt,2016,September,5
Romania,Armenia,2016,September,*
Romania,Belgium,2016,February,*
Norway,Belarus,2016,April,*
Norway,Belarus,2016,June,*
Norway,Belarus,2016,August,*
Norway,Belarus,2016,September,*
Norway,Belarus,2016,December,*
Netherlands,Ukraine,2016,January,56
Netherlands,Ukraine,2016,February,96
Netherlands,Ukraine,2016,March,56
Netherlands,Ukraine,2016,April,16
Netherlands,Ukraine,2016,May,12
Netherlands,Ukraine,2016,June,19
Netherlands,Ukraine,2016,July,23
Netherlands,Ukraine,2016,August,6
Netherlands,Ukraine,2016,September,13
Netherlands,Ukraine,2016,October,9
Netherlands,Ukraine,2016,November,9
Netherlands,Ukraine,2016,December,*
Netherlands,United States of America,2016,January,*
Netherlands,United States of America,2016,June,*
Netherlands,United States of America,2016,July,*
Netherlands,United States of America,2016,August,*
Netherlands,United States of America,2016,September,*
Norway,Egypt,2016,September,*
Norway,Egypt,2016,October,*
Norway,Egypt,2016,November,*
Norway,Argentina,2016,June,*
Netherlands,Uzbekistan,2016,January,*
Netherlands,Uzbekistan,2016,February,*
Netherlands,Uzbekistan,2016,July,*
Netherlands,Uzbekistan,2016,August,*
Netherlands,Uzbekistan,2016,September,*
Netherlands,Congo,2016,January,*
Netherlands,Congo,2016,March,5
Netherlands,Congo,2016,April,*
Netherlands,Congo,2016,May,*
Netherlands,Congo,2016,June,5
Netherlands,Congo,2016,July,5
Netherlands,Congo,2016,August,5
Netherlands,Congo,2016,September,14
Netherlands,Congo,2016,October,*
Netherlands,Congo,2016,November,6
Netherlands,Congo,2016,December,*
Romania,Bangladesh,2016,January,*
Romania,Bangladesh,2016,March,*
Romania,Bangladesh,2016,April,*
Romania,Bangladesh,2016,May,*
Romania,Belarus,2016,July,*
Romania,Brazil,2016,August,*
Romania,Bosnia and Herzegovina,2016,January,*
Norway,Armenia,2016,June,*
Norway,Armenia,2016,September,*
Netherlands,Uzbekistan,2016,November,*
Netherlands,Venezuela (Bolivarian Republic of),2016,July,*
Netherlands,Venezuela (Bolivarian Republic of),2016,August,5
Netherlands,Venezuela (Bolivarian Republic of),2016,September,8
Netherlands,Venezuela (Bolivarian Republic of),2016,October,7
Netherlands,Venezuela (Bolivarian Republic of),2016,November,*
Netherlands,Venezuela (Bolivarian Republic of),2016,December,*
Netherlands,South Sudan,2016,June,*
Netherlands,South Sudan,2016,August,*
Norway,Bosnia and Herzegovina,2016,February,*
Norway,Bosnia and Herzegovina,2016,March,*
Norway,Bosnia and Herzegovina,2016,June,*
Norway,Bosnia and Herzegovina,2016,September,*
Norway,Bosnia and Herzegovina,2016,October,*
Norway,Bosnia and Herzegovina,2016,November,*
Romania,Central African Rep.,2016,August,*
Norway,Azerbaijan,2016,February,*
Norway,Azerbaijan,2016,March,*
Norway,Azerbaijan,2016,April,*
Norway,Azerbaijan,2016,June,*
Norway,Azerbaijan,2016,July,*
Norway,Azerbaijan,2016,August,5
Norway,Azerbaijan,2016,September,*
Netherlands,Yemen,2016,January,*
Netherlands,Yemen,2016,February,*
Netherlands,Yemen,2016,May,10
Netherlands,Yemen,2016,June,*
Netherlands,Yemen,2016,July,*
Netherlands,Yemen,2016,August,6
Netherlands,Yemen,2016,September,7
Netherlands,Yemen,2016,October,*
Netherlands,Yemen,2016,November,9
Netherlands,Yemen,2016,December,8
Netherlands,Zambia,2016,January,*
Netherlands,Dem. Rep. of the Congo,2016,January,*
Netherlands,Dem. Rep. of the Congo,2016,April,*
Netherlands,Dem. Rep. of the Congo,2016,September,*
Netherlands,Dem. Rep. of the Congo,2016,December,*
Norway,Bulgaria,2016,March,*
Norway,Bulgaria,2016,June,*
Norway,Canada,2016,February,*
Norway,Canada,2016,May,*
Norway,Canada,2016,August,*
Norway,Central African Rep.,2016,December,*
Romania,China,2016,February,*
Romania,China,2016,March,*
Romania,China,2016,August,*
Netherlands,Zimbabwe,2016,January,*
Netherlands,Zimbabwe,2016,February,*
Netherlands,Zimbabwe,2016,July,*
Netherlands,Zimbabwe,2016,August,*
Netherlands,Zimbabwe,2016,September,*
Netherlands,Zimbabwe,2016,October,*
Netherlands,Zimbabwe,2016,December,*
Netherlands,Colombia,2016,March,6
Netherlands,Colombia,2016,April,*
Netherlands,Colombia,2016,May,*
Netherlands,Colombia,2016,June,*
Netherlands,Colombia,2016,July,*
Netherlands,Colombia,2016,August,*
Netherlands,Colombia,2016,September,8
Netherlands,Colombia,2016,October,7
Netherlands,Colombia,2016,November,*
Netherlands,Colombia,2016,December,*
Romania,Cameroon,2016,January,*
Romania,Cameroon,2016,February,*
Romania,Cameroon,2016,March,*
Romania,Cameroon,2016,April,*
Romania,Cameroon,2016,June,*
Romania,Congo,2016,April,*
Netherlands,Cuba,2016,March,*
Netherlands,Cuba,2016,April,*
Netherlands,Cuba,2016,June,*
Netherlands,Cuba,2016,July,*
Netherlands,Cuba,2016,August,*
Netherlands,Cuba,2016,September,6
Netherlands,Cuba,2016,October,*
Netherlands,Cuba,2016,November,*
