Country,Origin,Year,Month,Value
Hungary,Eritrea,2015,April,44
Hungary,Eritrea,2015,May,42
Hungary,Eritrea,2015,June,36
Hungary,Eritrea,2015,August,167
Hungary,Eritrea,2015,September,21
Hungary,Eritrea,2015,December,5
Greece,Pakistan,2015,January,134
Greece,Pakistan,2015,February,102
Greece,Pakistan,2015,March,75
Greece,Pakistan,2015,April,104
Greece,Pakistan,2015,May,123
Greece,Pakistan,2015,June,114
Greece,Pakistan,2015,July,136
Greece,Pakistan,2015,August,115
Greece,Pakistan,2015,September,157
Greece,Pakistan,2015,October,138
Greece,Pakistan,2015,November,124
Greece,Pakistan,2015,December,181
Greece,Peru,2015,February,2
Greece,Peru,2015,July,1
Greece,Peru,2015,September,1
Greece,Rep. of Moldova,2015,January,1
Greece,Rep. of Moldova,2015,April,1
Greece,Rep. of Moldova,2015,May,5
Greece,Rep. of Moldova,2015,June,4
Greece,Rep. of Moldova,2015,July,2
Greece,Rep. of Moldova,2015,September,4
Greece,Rep. of Moldova,2015,October,4
Greece,Rep. of Moldova,2015,November,7
Greece,Rep. of Moldova,2015,December,4
Italy,Burkina Faso,2015,January,21
Italy,Burkina Faso,2015,February,22
Italy,Burkina Faso,2015,March,24
Italy,Burkina Faso,2015,April,18
Italy,Burkina Faso,2015,May,48
Italy,Burkina Faso,2015,June,33
Italy,Burkina Faso,2015,July,31
Italy,Burkina Faso,2015,August,45
Italy,Burkina Faso,2015,September,41
Italy,Burkina Faso,2015,October,47
Italy,Burkina Faso,2015,November,43
Italy,Burkina Faso,2015,December,35
Italy,Belarus,2015,July,1
Italy,Belarus,2015,August,2
Italy,Belarus,2015,September,1
Hungary,Ethiopia,2015,March,3
Hungary,Ethiopia,2015,May,6
Hungary,Ethiopia,2015,June,6
Hungary,Ethiopia,2015,July,5
Hungary,Ethiopia,2015,August,15
Hungary,Ethiopia,2015,September,6
Hungary,Ethiopia,2015,October,1
Hungary,Gabon,2015,April,1
Hungary,Gabon,2015,May,6
Hungary,Gabon,2015,June,1
Hungary,Gabon,2015,August,2
Hungary,Gambia,2015,January,6
Hungary,Gambia,2015,February,13
Hungary,Gambia,2015,March,11
Hungary,Gambia,2015,April,21
Hungary,Gambia,2015,May,18
Hungary,Gambia,2015,June,29
Hungary,Gambia,2015,July,17
Hungary,Gambia,2015,August,32
Hungary,Gambia,2015,September,9
Greece,Philippines,2015,March,1
Greece,Philippines,2015,April,1
Greece,Philippines,2015,July,2
Greece,Philippines,2015,October,1
Greece,Philippines,2015,November,2
Greece,Mali,2015,January,3
Greece,Mali,2015,February,1
Greece,Mali,2015,March,2
Greece,Mali,2015,April,3
Greece,Mali,2015,May,2
Greece,Mali,2015,June,3
Greece,Mali,2015,July,1
Greece,Mali,2015,December,4
Italy,Brazil,2015,January,1
Italy,Brazil,2015,February,2
Italy,Brazil,2015,March,1
Italy,Brazil,2015,April,6
Italy,Brazil,2015,May,2
Italy,Brazil,2015,June,2
Italy,Brazil,2015,July,2
Italy,Brazil,2015,August,3
Italy,Brazil,2015,September,1
Italy,Brazil,2015,October,2
Italy,Brazil,2015,November,8
Italy,Brazil,2015,December,2
Germany,Uganda,2015,January,11
Germany,Uganda,2015,February,8
Germany,Uganda,2015,March,2
Germany,Uganda,2015,April,4
Germany,Uganda,2015,May,4
Germany,Uganda,2015,June,13
Germany,Uganda,2015,July,7
Germany,Uganda,2015,August,12
Germany,Uganda,2015,September,10
Germany,Uganda,2015,October,2
Germany,Uganda,2015,November,1
Germany,Uganda,2015,December,1
Italy,Bosnia and Herzegovina,2015,January,13
Italy,Bosnia and Herzegovina,2015,February,1
Italy,Bosnia and Herzegovina,2015,March,31
Italy,Bosnia and Herzegovina,2015,April,15
Italy,Bosnia and Herzegovina,2015,May,8
Italy,Bosnia and Herzegovina,2015,June,4
Italy,Bosnia and Herzegovina,2015,July,19
Italy,Bosnia and Herzegovina,2015,August,10
Italy,Bosnia and Herzegovina,2015,September,15
Italy,Bosnia and Herzegovina,2015,October,9
Italy,Bosnia and Herzegovina,2015,November,5
Italy,Bosnia and Herzegovina,2015,December,4
Italy,Cambodia,2015,September,1
Italy,Central African Rep.,2015,January,5
Italy,Central African Rep.,2015,February,1
Italy,Central African Rep.,2015,March,1
Italy,Central African Rep.,2015,April,3
Italy,Central African Rep.,2015,June,1
Italy,Central African Rep.,2015,July,1
Italy,Central African Rep.,2015,August,1
Italy,Central African Rep.,2015,September,2
Italy,Central African Rep.,2015,October,1
Italy,Central African Rep.,2015,November,2
Italy,Central African Rep.,2015,December,2
Greece,South Africa,2015,July,1
Hungary,Palestinian,2015,January,54
Hungary,Palestinian,2015,February,75
Hungary,Palestinian,2015,March,125
Hungary,Palestinian,2015,April,128
Hungary,Palestinian,2015,May,148
Hungary,Palestinian,2015,June,176
Hungary,Palestinian,2015,July,168
Hungary,Palestinian,2015,August,108
Hungary,Palestinian,2015,September,28
Hungary,Palestinian,2015,November,1
Hungary,Georgia,2015,April,8
Hungary,Georgia,2015,May,8
Hungary,Georgia,2015,June,1
Hungary,Georgia,2015,July,3
Hungary,Georgia,2015,August,2
Hungary,Georgia,2015,September,4
Hungary,Georgia,2015,October,2
Hungary,Georgia,2015,November,2
Italy,Chad,2015,January,1
Italy,Chad,2015,February,1
Italy,Chad,2015,March,4
Italy,Chad,2015,April,1
Italy,Chad,2015,June,2
Italy,Chad,2015,July,10
Italy,Chad,2015,August,5
Italy,Chad,2015,September,9
Italy,Chad,2015,October,6
Italy,Chad,2015,November,2
Italy,Chad,2015,December,4
Hungary,Egypt,2015,January,1
Hungary,Egypt,2015,March,1
Hungary,Egypt,2015,April,4
Hungary,Egypt,2015,May,20
Hungary,Egypt,2015,June,13
Hungary,Egypt,2015,July,11
Hungary,Egypt,2015,August,17
Hungary,Egypt,2015,September,17
Hungary,Egypt,2015,October,1
Hungary,Egypt,2015,November,2
Hungary,Argentina,2015,February,3
Croatia,Pakistan,2015,June,1
Croatia,Pakistan,2015,September,1
Croatia,Pakistan,2015,December,1
Croatia,Russian Federation,2015,February,1
Croatia,Russian Federation,2015,May,1
Croatia,Russian Federation,2015,August,1
Croatia,Russian Federation,2015,October,1
Croatia,Russian Federation,2015,December,1
Italy,China,2015,January,5
Italy,China,2015,February,8
Italy,China,2015,March,26
Italy,China,2015,April,19
Italy,China,2015,May,8
Italy,China,2015,June,32
Italy,China,2015,July,18
Italy,China,2015,August,16
Italy,China,2015,September,39
Italy,China,2015,October,82
Italy,China,2015,November,64
Italy,China,2015,December,42
Italy,Chile,2015,March,2
Italy,Chile,2015,September,1
Greece,Guinea,2015,January,1
Greece,Guinea,2015,March,1
Greece,Guinea,2015,April,1
Greece,Guinea,2015,September,2
Greece,Guinea,2015,October,1
Greece,Haiti,2015,June,1
Hungary,Ghana,2015,January,6
Hungary,Ghana,2015,February,1
Hungary,Ghana,2015,March,40
Hungary,Ghana,2015,April,37
Hungary,Ghana,2015,May,68
Hungary,Ghana,2015,June,61
Hungary,Ghana,2015,July,46
Hungary,Ghana,2015,August,44
Hungary,Ghana,2015,September,16
Hungary,Guinea,2015,January,3
Hungary,Guinea,2015,February,2
Hungary,Guinea,2015,March,7
Hungary,Guinea,2015,April,11
Hungary,Guinea,2015,May,12
Hungary,Guinea,2015,June,22
Hungary,Guinea,2015,July,15
Hungary,Guinea,2015,August,37
Hungary,Guinea,2015,September,2
Hungary,Haiti,2015,May,3
Hungary,Haiti,2015,June,4
Hungary,Haiti,2015,July,8
Hungary,Haiti,2015,August,4
Hungary,Haiti,2015,September,1
Hungary,Croatia,2015,July,1
Hungary,Armenia,2015,February,1
Hungary,Armenia,2015,September,1
Hungary,Azerbaijan,2015,July,3
Hungary,Azerbaijan,2015,September,1
Croatia,Senegal,2015,January,1
Croatia,Sierra Leone,2015,October,1
Croatia,Somalia,2015,February,1
Croatia,Somalia,2015,June,1
Italy,Cameroon,2015,January,12
Italy,Cameroon,2015,February,14
Italy,Cameroon,2015,March,23
Italy,Cameroon,2015,April,10
Italy,Cameroon,2015,May,13
Italy,Cameroon,2015,June,15
Italy,Cameroon,2015,July,20
Italy,Cameroon,2015,August,39
Italy,Cameroon,2015,September,45
Italy,Cameroon,2015,October,49
Italy,Cameroon,2015,November,39
Italy,Cameroon,2015,December,53
Greece,Honduras,2015,January,1
Greece,Côte d'Ivoire,2015,January,7
Greece,Côte d'Ivoire,2015,February,4
Greece,Côte d'Ivoire,2015,March,6
Greece,Côte d'Ivoire,2015,April,5
Greece,Côte d'Ivoire,2015,May,4
Greece,Côte d'Ivoire,2015,June,5
Hungary,Côte d'Ivoire,2015,January,24
Hungary,Côte d'Ivoire,2015,February,21
Hungary,Côte d'Ivoire,2015,March,22
Hungary,Côte d'Ivoire,2015,April,26
Hungary,Côte d'Ivoire,2015,May,31
Hungary,Côte d'Ivoire,2015,June,65
Hungary,Côte d'Ivoire,2015,July,56
Hungary,Côte d'Ivoire,2015,August,28
Hungary,Côte d'Ivoire,2015,September,8
Hungary,Burundi,2015,June,1
Hungary,Burundi,2015,July,2
Hungary,Burundi,2015,August,5
Hungary,Benin,2015,March,3
Hungary,Benin,2015,June,1
Hungary,Benin,2015,July,1
Croatia,Syrian Arab Rep.,2015,January,6
Croatia,Syrian Arab Rep.,2015,February,7
Croatia,Syrian Arab Rep.,2015,March,1
Croatia,Syrian Arab Rep.,2015,August,1
Croatia,Syrian Arab Rep.,2015,September,6
Croatia,Syrian Arab Rep.,2015,October,4
Croatia,Syrian Arab Rep.,2015,November,1
Croatia,Syrian Arab Rep.,2015,December,1
Croatia,Tunisia,2015,March,1
Croatia,Tunisia,2015,April,2
Croatia,Tunisia,2015,December,1
Italy,Congo,2015,January,8
Italy,Congo,2015,February,6
Italy,Congo,2015,March,5
Italy,Congo,2015,April,4
Italy,Congo,2015,May,2
Italy,Congo,2015,June,5
Italy,Congo,2015,July,3
Italy,Congo,2015,August,9
Italy,Congo,2015,September,3
Italy,Congo,2015,October,20
Italy,Congo,2015,November,3
Italy,Congo,2015,December,5
Greece,Côte d'Ivoire,2015,July,6
Greece,Côte d'Ivoire,2015,August,2
Greece,Côte d'Ivoire,2015,December,10
Croatia,Turkey,2015,March,1
Croatia,Turkey,2015,July,1
Croatia,Turkey,2015,August,2
Croatia,Turkey,2015,September,2
Croatia,Turkey,2015,November,1
Croatia,Turkey,2015,December,3
Croatia,Ukraine,2015,April,3
Croatia,Ukraine,2015,May,1
Croatia,Ukraine,2015,June,1
Croatia,Ukraine,2015,November,3
Croatia,Ukraine,2015,December,1
Greece,India,2015,January,4
Greece,India,2015,February,1
Greece,India,2015,March,2
Greece,India,2015,May,5
Greece,India,2015,June,9
Greece,India,2015,July,2
Greece,India,2015,August,3
Greece,India,2015,September,4
Greece,India,2015,October,5
Greece,India,2015,November,4
Greece,India,2015,December,5
Hungary,Bangladesh,2015,January,58
Hungary,Bangladesh,2015,February,88
Hungary,Bangladesh,2015,March,147
Hungary,Bangladesh,2015,April,120
Hungary,Bangladesh,2015,May,221
Hungary,Bangladesh,2015,June,349
Hungary,Bangladesh,2015,July,711
Hungary,Bangladesh,2015,August,1860
Hungary,Bangladesh,2015,September,446
Hungary,Bangladesh,2015,October,1
Hungary,Bangladesh,2015,December,2
Hungary,Bhutan,2015,June,1
Hungary,Burkina Faso,2015,January,3
Hungary,Burkina Faso,2015,February,3
Hungary,Burkina Faso,2015,March,3
Hungary,Burkina Faso,2015,April,3
Hungary,Burkina Faso,2015,May,4
Hungary,Burkina Faso,2015,June,9
Hungary,Burkina Faso,2015,July,11
Hungary,Burkina Faso,2015,August,9
Hungary,Burkina Faso,2015,September,1
Hungary,Bolivia (Plurinational State of),2015,August,1
Greece,Indonesia,2015,June,1
Greece,Indonesia,2015,August,1
Iceland,Armenia,2015,January,2
Iceland,Belarus,2015,July,2
Iceland,Belarus,2015,August,3
Iceland,Belarus,2015,September,3
Iceland,Belarus,2015,December,3
Iceland,Canada,2015,November,1
Iceland,Cameroon,2015,February,1
Iceland,Eritrea,2015,March,2
Italy,Senegal,2015,January,469
Italy,Senegal,2015,February,601
Italy,Senegal,2015,March,647
Italy,Senegal,2015,April,474
Italy,Senegal,2015,May,484
Italy,Senegal,2015,June,418
Italy,Senegal,2015,July,575
Italy,Senegal,2015,August,572
Italy,Senegal,2015,September,715
Italy,Senegal,2015,October,624
Italy,Senegal,2015,November,449
Italy,Senegal,2015,December,343
Hungary,Bosnia and Herzegovina,2015,May,5
Hungary,Bosnia and Herzegovina,2015,June,1
Hungary,Bosnia and Herzegovina,2015,July,1
Hungary,Central African Rep.,2015,January,2
Hungary,Central African Rep.,2015,February,1
Hungary,Central African Rep.,2015,June,1
Hungary,Chad,2015,July,1
Hungary,Chad,2015,September,1
Hungary,Afghanistan,2015,January,1376
Hungary,Afghanistan,2015,February,1195
Hungary,Afghanistan,2015,March,1452
Hungary,Afghanistan,2015,April,2261
Hungary,Afghanistan,2015,May,4661
Hungary,Afghanistan,2015,June,6717
Hungary,Afghanistan,2015,July,10008
Hungary,Afghanistan,2015,August,10330
Hungary,Afghanistan,2015,September,7302
Hungary,Afghanistan,2015,October,123
Hungary,Afghanistan,2015,November,71
Hungary,Afghanistan,2015,December,64
Hungary,Albania,2015,January,25
Hungary,Albania,2015,February,34
Hungary,Albania,2015,March,22
Hungary,Albania,2015,April,36
Hungary,Albania,2015,May,21
Hungary,Albania,2015,June,22
Hungary,Albania,2015,July,27
Hungary,Albania,2015,August,23
Hungary,Albania,2015,September,30
Hungary,Albania,2015,October,6
Hungary,Albania,2015,November,5
Hungary,Albania,2015,December,2
Greece,Iran (Islamic Rep. of),2015,January,28
Greece,Iran (Islamic Rep. of),2015,February,16
Greece,Iran (Islamic Rep. of),2015,March,10
Greece,Iran (Islamic Rep. of),2015,April,15
Greece,Iran (Islamic Rep. of),2015,May,24
Greece,Iran (Islamic Rep. of),2015,June,12
Greece,Iran (Islamic Rep. of),2015,July,20
Greece,Iran (Islamic Rep. of),2015,August,13
Greece,Iran (Islamic Rep. of),2015,September,16
Greece,Iran (Islamic Rep. of),2015,October,3
Greece,Iran (Islamic Rep. of),2015,November,11
Greece,Iran (Islamic Rep. of),2015,December,22
Iceland,Palestinian,2015,April,1
Iceland,Palestinian,2015,May,2
Iceland,Palestinian,2015,August,2
Iceland,Palestinian,2015,September,1
Iceland,Georgia,2015,June,1
Iceland,Ghana,2015,September,5
Iceland,Ghana,2015,October,5
Iceland,Ghana,2015,November,1
Italy,Sierra Leone,2015,January,10
Italy,Sierra Leone,2015,February,4
Italy,Sierra Leone,2015,March,11
Italy,Sierra Leone,2015,April,8
Italy,Sierra Leone,2015,May,6
Italy,Sierra Leone,2015,June,7
Italy,Sierra Leone,2015,July,18
Italy,Sierra Leone,2015,August,16
Italy,Sierra Leone,2015,September,39
Italy,Sierra Leone,2015,October,19
Italy,Sierra Leone,2015,November,17
Italy,Sierra Leone,2015,December,15
Italy,San Marino,2015,September,1
Hungary,China,2015,January,1
Hungary,China,2015,February,2
Hungary,China,2015,March,1
Hungary,China,2015,July,2
Hungary,Cameroon,2015,January,6
Hungary,Cameroon,2015,February,15
Hungary,Cameroon,2015,March,32
Hungary,Cameroon,2015,April,46
Hungary,Cameroon,2015,May,102
Hungary,Cameroon,2015,June,157
Hungary,Cameroon,2015,July,138
Hungary,Cameroon,2015,August,101
Hungary,Cameroon,2015,September,31
Hungary,Cameroon,2015,November,3
Hungary,Cameroon,2015,December,1
Iceland,Iran (Islamic Rep. of),2015,March,1
Iceland,Iran (Islamic Rep. of),2015,May,2
Iceland,Iran (Islamic Rep. of),2015,June,1
Iceland,Iran (Islamic Rep. of),2015,August,1
Iceland,Iran (Islamic Rep. of),2015,September,4
Iceland,Iran (Islamic Rep. of),2015,October,3
Iceland,Iran (Islamic Rep. of),2015,November,1
Iceland,Iraq,2015,January,1
Iceland,Iraq,2015,June,1
Iceland,Iraq,2015,August,2
Iceland,Iraq,2015,September,3
Iceland,Iraq,2015,October,6
Iceland,Iraq,2015,November,13
Iceland,Iraq,2015,December,2
Iceland,Israel,2015,April,1
Italy,Somalia,2015,January,48
Italy,Somalia,2015,February,43
Italy,Somalia,2015,March,73
Italy,Somalia,2015,April,44
Italy,Somalia,2015,May,91
Italy,Somalia,2015,June,57
Italy,Somalia,2015,July,109
Italy,Somalia,2015,August,39
Italy,Somalia,2015,September,34
Italy,Somalia,2015,October,55
Italy,Somalia,2015,November,62
Italy,Somalia,2015,December,64
Italy,Viet Nam,2015,May,1
Italy,Viet Nam,2015,October,1
Hungary,Algeria,2015,January,6
Hungary,Algeria,2015,February,27
Hungary,Algeria,2015,March,34
Hungary,Algeria,2015,April,82
Hungary,Algeria,2015,May,109
Hungary,Algeria,2015,June,125
Hungary,Algeria,2015,July,52
Hungary,Algeria,2015,August,67
Hungary,Algeria,2015,September,27
Hungary,Algeria,2015,November,2
Hungary,Angola,2015,July,3
Hungary,Angola,2015,August,1
Hungary,Angola,2015,September,1
Hungary,Congo,2015,January,10
Hungary,Congo,2015,February,1
Hungary,Congo,2015,March,5
Hungary,Congo,2015,April,2
Hungary,Congo,2015,May,59
Hungary,Congo,2015,June,260
Hungary,Congo,2015,July,235
Hungary,Congo,2015,August,60
Hungary,Congo,2015,September,20
Hungary,Congo,2015,November,3
Iceland,Kazakhstan,2015,June,3
Iceland,Libya,2015,April,1
Iceland,Libya,2015,September,1
Iceland,The former Yugoslav Rep. of Macedonia,2015,February,2
Iceland,The former Yugoslav Rep. of Macedonia,2015,June,4
Iceland,The former Yugoslav Rep. of Macedonia,2015,August,3
Iceland,The former Yugoslav Rep. of Macedonia,2015,September,5
Iceland,The former Yugoslav Rep. of Macedonia,2015,October,4
Iceland,The former Yugoslav Rep. of Macedonia,2015,November,4
Iceland,The former Yugoslav Rep. of Macedonia,2015,December,5
Iceland,Mali,2015,April,1
Iceland,Morocco,2015,January,1
Iceland,Morocco,2015,April,1
Iceland,Morocco,2015,September,1
Iceland,Morocco,2015,October,1
Iceland,Morocco,2015,November,3
Iceland,Morocco,2015,December,1
Iceland,Nicaragua,2015,January,1
Iceland,Nigeria,2015,August,2
Iceland,Nigeria,2015,September,1
Iceland,Nigeria,2015,November,1
Iceland,Nigeria,2015,December,2
Iceland,Pakistan,2015,January,1
Iceland,Pakistan,2015,March,1
Iceland,Pakistan,2015,July,2
Iceland,Pakistan,2015,August,1
Iceland,Pakistan,2015,September,3
Iceland,Pakistan,2015,November,1
Italy,Sudan,2015,January,9
Italy,Sudan,2015,February,10
Italy,Sudan,2015,March,12
Italy,Sudan,2015,April,6
Italy,Sudan,2015,May,11
Italy,Sudan,2015,June,19
Italy,Sudan,2015,July,19
Italy,Sudan,2015,August,11
Italy,Sudan,2015,September,24
Italy,Sudan,2015,October,12
Italy,Sudan,2015,November,4
Italy,Sudan,2015,December,7
Hungary,South Africa,2015,January,1
Hungary,South Africa,2015,July,1
Greece,Iraq,2015,January,19
Greece,Iraq,2015,February,15
Greece,Iraq,2015,March,8
Greece,Iraq,2015,April,14
Greece,Iraq,2015,May,18
Greece,Iraq,2015,June,24
Greece,Iraq,2015,July,44
Greece,Iraq,2015,August,56
Greece,Iraq,2015,September,44
Greece,Iraq,2015,October,55
Greece,Iraq,2015,November,134
Greece,Iraq,2015,December,148
Iceland,Romania,2015,August,1
Iceland,Russian Federation,2015,April,2
Iceland,Senegal,2015,January,1
Iceland,Somalia,2015,February,1
Iceland,Somalia,2015,July,1
Iceland,Somalia,2015,September,2
Iceland,Somalia,2015,November,1
Iceland,Somalia,2015,December,1
Iceland,Stateless,2015,September,1
Iceland,Stateless,2015,October,1
Italy,Swaziland,2015,February,2
Italy,Swaziland,2015,July,1
Italy,Syrian Arab Rep.,2015,January,32
Italy,Syrian Arab Rep.,2015,February,25
Italy,Syrian Arab Rep.,2015,March,26
Italy,Syrian Arab Rep.,2015,April,36
Italy,Syrian Arab Rep.,2015,May,13
Italy,Syrian Arab Rep.,2015,June,24
Italy,Syrian Arab Rep.,2015,July,25
Italy,Syrian Arab Rep.,2015,August,15
Italy,Syrian Arab Rep.,2015,September,168
Italy,Syrian Arab Rep.,2015,October,66
Italy,Syrian Arab Rep.,2015,November,34
Italy,Syrian Arab Rep.,2015,December,42
Hungary,Russian Federation,2015,January,1
Hungary,Russian Federation,2015,April,1
Hungary,Russian Federation,2015,June,8
Hungary,Russian Federation,2015,August,3
Hungary,Russian Federation,2015,September,2
Hungary,Rwanda,2015,February,2
Hungary,Rwanda,2015,March,3
Hungary,Rwanda,2015,April,1
Hungary,Rwanda,2015,May,1
Hungary,Rwanda,2015,June,3
Hungary,Rwanda,2015,July,1
Hungary,Rwanda,2015,August,1
Hungary,Rwanda,2015,September,1
Hungary,Saudi Arabia,2015,July,1
Hungary,Saudi Arabia,2015,September,1
Italy,United Rep. of Tanzania,2015,March,1
Italy,United Rep. of Tanzania,2015,April,1
Italy,United Rep. of Tanzania,2015,May,1
Italy,United Rep. of Tanzania,2015,July,1
Italy,United Rep. of Tanzania,2015,September,2
Italy,United Rep. of Tanzania,2015,November,1
Italy,United Rep. of Tanzania,2015,December,1
Italy,Tajikistan,2015,March,1
Italy,Tajikistan,2015,July,1
Italy,Tajikistan,2015,September,2
Italy,Tajikistan,2015,November,1
Italy,Togo,2015,January,7
Italy,Togo,2015,February,10
Italy,Togo,2015,March,6
Italy,Togo,2015,April,8
Italy,Togo,2015,May,26
Italy,Togo,2015,June,17
Italy,Togo,2015,July,39
Italy,Togo,2015,August,40
Italy,Togo,2015,September,60
Italy,Togo,2015,October,22
Italy,Togo,2015,November,46
Italy,Togo,2015,December,18
Greece,Zambia,2015,June,1
Greece,Zimbabwe,2015,October,1
Greece,Zimbabwe,2015,December,1
Croatia,Afghanistan,2015,January,5
Croatia,Afghanistan,2015,March,1
Croatia,Afghanistan,2015,November,3
Croatia,Albania,2015,May,1
Croatia,Albania,2015,October,1
Hungary,Syrian Arab Rep.,2015,January,536
Hungary,Syrian Arab Rep.,2015,February,614
Hungary,Syrian Arab Rep.,2015,March,1264
Hungary,Syrian Arab Rep.,2015,April,1752
Hungary,Syrian Arab Rep.,2015,May,2034
Hungary,Syrian Arab Rep.,2015,June,4654
Hungary,Syrian Arab Rep.,2015,July,12346
Hungary,Syrian Arab Rep.,2015,August,23002
Hungary,Syrian Arab Rep.,2015,September,17720
Hungary,Syrian Arab Rep.,2015,October,122
Hungary,Syrian Arab Rep.,2015,November,32
Hungary,Syrian Arab Rep.,2015,December,5
Hungary,United Rep. of Tanzania,2015,August,2
Hungary,Tajikistan,2015,April,1
Hungary,Tajikistan,2015,June,5
Hungary,Turkmenistan,2015,August,1
Hungary,Togo,2015,January,1
Iceland,Switzerland,2015,February,2
Iceland,Syrian Arab Rep.,2015,January,2
Iceland,Syrian Arab Rep.,2015,February,2
Iceland,Syrian Arab Rep.,2015,April,1
Iceland,Syrian Arab Rep.,2015,May,2
Iceland,Syrian Arab Rep.,2015,June,1
Iceland,Syrian Arab Rep.,2015,July,4
Iceland,Syrian Arab Rep.,2015,August,6
Iceland,Syrian Arab Rep.,2015,September,7
Iceland,Syrian Arab Rep.,2015,October,1
Iceland,Syrian Arab Rep.,2015,November,1
Iceland,Syrian Arab Rep.,2015,December,2
Iceland,Thailand,2015,July,1
Iceland,Tunisia,2015,December,1
Iceland,Turkey,2015,August,1
Iceland,Ukraine,2015,January,2
Iceland,Ukraine,2015,February,1
Iceland,Ukraine,2015,June,2
Iceland,Ukraine,2015,November,1
Iceland,Ukraine,2015,December,3
Iceland,United States of America,2015,February,1
Iceland,United States of America,2015,April,2
Iceland,United States of America,2015,October,1
Hungary,Senegal,2015,January,4
Hungary,Senegal,2015,February,1
Hungary,Senegal,2015,March,4
Hungary,Senegal,2015,April,4
Hungary,Senegal,2015,May,4
Hungary,Senegal,2015,June,16
Hungary,Senegal,2015,July,78
Hungary,Senegal,2015,August,197
Hungary,Senegal,2015,September,24
Hungary,Seychelles,2015,August,1
Hungary,Singapore,2015,September,1
Italy,Tunisia,2015,January,31
Italy,Tunisia,2015,February,23
Italy,Tunisia,2015,March,26
Italy,Tunisia,2015,April,23
Italy,Tunisia,2015,May,22
Italy,Tunisia,2015,June,26
Italy,Tunisia,2015,July,27
Italy,Tunisia,2015,August,19
Italy,Tunisia,2015,September,30
Italy,Tunisia,2015,October,26
Italy,Tunisia,2015,November,25
Italy,Tunisia,2015,December,17
Croatia,Algeria,2015,January,3
Croatia,Algeria,2015,February,5
Croatia,Algeria,2015,March,2
Croatia,Algeria,2015,April,1
Croatia,Algeria,2015,May,1
Croatia,Algeria,2015,June,3
Croatia,Algeria,2015,July,1
Croatia,Algeria,2015,August,1
Croatia,Algeria,2015,September,4
Croatia,Algeria,2015,October,1
Croatia,Algeria,2015,November,1
Croatia,Egypt,2015,February,2
Croatia,Azerbaijan,2015,March,5
Hungary,Togo,2015,February,4
Hungary,Togo,2015,March,2
Hungary,Togo,2015,April,1
Hungary,Togo,2015,May,16
Hungary,Togo,2015,June,21
Hungary,Togo,2015,July,8
Hungary,Togo,2015,August,1
Hungary,Togo,2015,September,2
Hungary,Tunisia,2015,January,5
Hungary,Tunisia,2015,February,1
Hungary,Tunisia,2015,March,9
Hungary,Tunisia,2015,April,7
Hungary,Tunisia,2015,May,12
Hungary,Tunisia,2015,June,15
Hungary,Tunisia,2015,July,7
Hungary,Tunisia,2015,August,10
Hungary,Tunisia,2015,September,3
Iceland,Uzbekistan,2015,August,5
Iceland,Western Sahara,2015,September,1
Hungary,Sierra Leone,2015,January,5
Hungary,Sierra Leone,2015,February,5
Hungary,Sierra Leone,2015,March,6
Hungary,Sierra Leone,2015,April,13
Hungary,Sierra Leone,2015,May,18
Hungary,Sierra Leone,2015,June,21
Hungary,Sierra Leone,2015,July,7
Hungary,Sierra Leone,2015,August,15
Hungary,Sierra Leone,2015,September,2
Hungary,Solomon Islands,2015,August,1
Hungary,Solomon Islands,2015,September,1
Hungary,Solomon Islands,2015,October,3
Croatia,Bangladesh,2015,January,2
Croatia,Bangladesh,2015,July,2
Croatia,Bosnia and Herzegovina,2015,January,1
Croatia,Bosnia and Herzegovina,2015,February,1
Croatia,Bosnia and Herzegovina,2015,June,2
Croatia,Bosnia and Herzegovina,2015,July,1
Croatia,Bosnia and Herzegovina,2015,November,2
Croatia,Bulgaria,2015,July,4
Hungary,Somalia,2015,January,9
Hungary,Somalia,2015,February,11
Hungary,Somalia,2015,March,16
Hungary,Somalia,2015,April,31
Hungary,Somalia,2015,May,9
Hungary,Somalia,2015,June,37
Hungary,Somalia,2015,July,86
Hungary,Somalia,2015,August,72
Hungary,Somalia,2015,September,44
Hungary,Somalia,2015,November,1
Hungary,Somalia,2015,December,20
Hungary,Turkey,2015,January,12
Hungary,Turkey,2015,February,15
Hungary,Turkey,2015,March,52
Hungary,Turkey,2015,April,21
Hungary,Turkey,2015,May,21
Hungary,Turkey,2015,June,12
Hungary,Turkey,2015,July,28
Hungary,Turkey,2015,August,8
Hungary,Turkey,2015,September,47
Hungary,Turkey,2015,October,28
Hungary,Turkey,2015,November,18
Hungary,Turkey,2015,December,13
Croatia,Cameroon,2015,August,1
Croatia,Cameroon,2015,November,3
Croatia,Cuba,2015,October,2
Croatia,Eritrea,2015,May,1
Croatia,Gambia,2015,February,1
Croatia,Gambia,2015,October,2
Hungary,Viet Nam,2015,January,1
Hungary,Viet Nam,2015,February,1
Hungary,United Arab Emirates,2015,August,2
Hungary,United Arab Emirates,2015,September,6
Hungary,Uganda,2015,March,7
Hungary,Uganda,2015,April,7
Hungary,Uganda,2015,May,7
Hungary,Uganda,2015,June,31
Hungary,Uganda,2015,July,4
Hungary,Uganda,2015,August,12
Hungary,Uganda,2015,September,16
Japan,Uganda,2015,January,3
Japan,Uganda,2015,February,1
Japan,Uganda,2015,March,4
